"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","industry","Summary Quote",
"EHTH","eHealth, Inc.","27.235","551556356.78","n/a","2006","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/ehth",
"BAGL","Einstein Noah Restaurant Group, Inc.","12.69","215279758.8","n/a","1995","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/bagl",
"EMITF","Elbit Imaging Ltd.","1.82","45292216.06","n/a","n/a","Consumer Services","Building operators","http://www.nasdaq.com/symbol/emitf",
"ESLT","Elbit Systems Ltd.","40.51","1696260200.79","n/a","n/a","Capital Goods","Military/Government/Technical","http://www.nasdaq.com/symbol/eslt",
"ESYS","Elecsys Corporation","3.95","15535002.4","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/esys",
"ELRC","Electro Rent Corporation","15.19","364493558.94","n/a","n/a","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/elrc",
"ESIO","Electro Scientific Industries, Inc.","10.08","296304805.44","n/a","n/a","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/esio",
"EA","Electronic Arts Inc.","14.74","4497695250.62","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/ea",
"EFII","Electronics for Imaging, Inc.","19.17","892616505.66","n/a","1992","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/efii",
"ELSE","Electro-Sensors, Inc.","3.8923","13202339.0776","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/else",
"RDEN","Elizabeth Arden, Inc.","46.4","1376528198.4","n/a","n/a","Consumer Non-Durables","Package Goods/Cosmetics","http://www.nasdaq.com/symbol/rden",
"ESBK","Elmira Savings Bank NY (The)","23.0001","52328217.513","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/esbk",
"LONG","eLong, Inc.","15.2","520902586.4","n/a","1987","Consumer Services","Transportation Services","http://www.nasdaq.com/symbol/long",
"ELOQ","Eloqua, Inc.","23.57","812237190.52","n/a","2000","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/eloq",
"ELTK","Eltek Ltd.","1.15","7601623.05","n/a","1997","Technology","Electrical Products","http://www.nasdaq.com/symbol/eltk",
"EMCI","EMC Insurance Group, Inc.","24.19","311839821.3","n/a","1982","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/emci",
"EMCF","Emclaire Financial Corp","21.3","37315640.4","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/emcf",
"EMKR","EMCORE Corporation","4.67","123188739.15","n/a","1997","Technology","Semiconductors","http://www.nasdaq.com/symbol/emkr",
"EMMS","Emmis Communications Corporation","2","77945058","n/a","1994","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/emms",
"EMMSP","Emmis Communications Corporation","13.912","39264115.84","n/a","n/a","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/emmsp",
"NYNY","Empire Resorts, Inc.","2.32","69654025.84","n/a","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/nyny",
"ECPG","Encore Capital Group Inc","30.48","762062849.76","n/a","n/a","Finance","Finance Companies","http://www.nasdaq.com/symbol/ecpg",
"WIRE","Encore Wire Corporation","31.79","656803716.58","n/a","1992","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/wire",
"ENDP","Endo Health Solutions Inc.","26.25","2995005326.25","n/a","n/a","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/endp",
"ECYT","Endocyte, Inc.","9.52","341863999.68","n/a","n/a","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ecyt",
"ELGX","Endologix, Inc.","14.7","910760991","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/elgx",
"ERII","Energy Recovery, Inc.","3.35","170520115.45","n/a","2008","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/erii",
"EXXI","Energy XXI (Bermuda) Limited","33.11","2626508063.41","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/exxi",
"ENOC","EnerNOC, Inc.","11.951","345580219.077","n/a","2007","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/enoc",
"ENG","ENGlobal Corporation","0.59","15908960.01","n/a","1991","Consumer Services","Military/Government/Technical","http://www.nasdaq.com/symbol/eng",
"ENPH","Enphase Energy, Inc.","3.73","152294691.48","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/enph",
"ESGR","Enstar Group Limited","117.91","1955472145.77","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/esgr",
"ENTG","Entegris, Inc.","9.51","1307705682.84","n/a","2000","Consumer Non-Durables","Plastic Products","http://www.nasdaq.com/symbol/entg",
"ETRM","EnteroMedics Inc.","2.68","111760271.92","n/a","2007","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/etrm",
"EBTC","Enterprise Bancorp Inc","17.38","167444638.02","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ebtc",
"EFSC","Enterprise Financial Services Corporation","13.76","247183098.88","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/efsc",
"EGT","Entertainment Gaming Asia Incorporated","2.05","61371182.1","n/a","n/a","Consumer Durables","Miscellaneous manufacturing industries","http://www.nasdaq.com/symbol/egt",
"ENMD","EntreMed, Inc.","1.41","31729784.13","n/a","1996","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/enmd",
"ENTR","Entropic Communications, Inc.","5.69","503831673.23","n/a","1994","Technology","Semiconductors","http://www.nasdaq.com/symbol/entr",
"ENVI","Envivio, Inc.","1.82","49004007.78","n/a","1987","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/envi",
"ENZN","Enzon Pharmaceuticals, Inc.","4.59","203877169.56","n/a","1984","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/enzn",
"EONC","eOn Communications Corporation","0.732","2106223.128","n/a","2000","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/eonc",
"EPIQ","EPIQ Systems, Inc.","12.9","463085051.4","n/a","1997","Technology","EDP Services","http://www.nasdaq.com/symbol/epiq",
"PLUS","ePlus inc.","43.15","348665894.3","n/a","1996","Technology","Retail: Computer Software & Peripheral Equipment","http://www.nasdaq.com/symbol/plus",
"EPHC","Epoch Holding Corporation","27.92","661005972.08","n/a","n/a","Finance","Investment Managers","http://www.nasdaq.com/symbol/ephc",
"EPOC","Epocrates, Inc.","9.27","230566582.53","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/epoc",
"EQIX","Equinix, Inc.","212.11","10313901141.17","n/a","2000","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/eqix",
"EAC           ","Erickson Air-Crane Incorporated","9.18","88925227.92","n/a","2001","Capital Goods","Aerospace","http://www.nasdaq.com/symbol/eac           ",
"ERIC","Ericsson","10.3","31342900000","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/eric",
"ERIE","Erie Indemnity Company","70.05","3724539236.25","n/a","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/erie",
"ESBF","ESB Financial Corporation","14.23","208779102.11","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/esbf",
"ESCA","Escalade, Incorporated","5.41","72610352.87","n/a","n/a","Consumer Non-Durables","Recreational Products/Toys","http://www.nasdaq.com/symbol/esca",
"ESMC","Escalon Medical Corp.","1.01","7601694.3","n/a","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/esmc",
"ESSA","ESSA Bancorp, Inc.","10.86","143676800.88","n/a","n/a","Finance","Banks","http://www.nasdaq.com/symbol/essa",
"ESSX","Essex Rental Corporation","3.48","85454246.64","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/essx",
"CLWT","Euro Tech Holdings Company Limited","3.65","8138142.2","n/a","1997","Consumer Durables","Diversified Electronic Products","http://www.nasdaq.com/symbol/clwt",
"EEFT","Euronet Worldwide, Inc.","23.57","1198502232.67","n/a","1997","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/eeft",
"ESEA","Euroseas Ltd.","0.9299","42041434.5795","n/a","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/esea",
"EVEP","EV Energy Partners, L.P.","59.61","2522737344.27","n/a","2006","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/evep",
"EVOL","Evolving Systems, Inc.","5.93","67344430.45","n/a","1998","Technology","EDP Services","http://www.nasdaq.com/symbol/evol",
"EXA","Exa Corporation","9.24","122621378.88","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/exa",
"EXAS","EXACT Sciences Corporation","11.08","706545894.4","n/a","2001","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/exas",
"EXAC","Exactech, Inc.","16.95","225572159.4","n/a","1996","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/exac",
"EXAR","Exar Corporation","8.99","412895785.59","n/a","1985","Technology","Semiconductors","http://www.nasdaq.com/symbol/exar",
"EDS","Exceed Company Ltd.","1.32","38855599.2","n/a","n/a","Finance","Business Services","http://www.nasdaq.com/symbol/eds",
"EXEL","Exelixis, Inc.","4.8","881265264","n/a","2000","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/exel",
"EXFO","EXFO Inc","5.6","160479155.2","n/a","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/exfo",
"XIDE","Exide Technologies","3.69","292602262.14","n/a","n/a","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/xide",
"EXLS","ExlService Holdings, Inc.","27.2","874381998.4","n/a","2006","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/exls",
"EXPE","Expedia, Inc.","62.83","8473765990.16","n/a","1999","Consumer Services","Transportation Services","http://www.nasdaq.com/symbol/expe",
"EXPD","Expeditors International of Washington, Inc.","41.03","8574521612.8","n/a","n/a","Transportation","Oil Refining/Marketing","http://www.nasdaq.com/symbol/expd",
"EXPO","Exponent, Inc.","56.16","742648944.96","n/a","1985","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/expo",
"ESRX","Express Scripts Holding Company","54.7","44657080000","n/a","1992","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/esrx",
"EXLP","Exterran Partners, L.P.","21.4007","904485647.8114","n/a","n/a","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/exlp",
"EXTR","Extreme Networks, Inc.","3.74","355499547.7","n/a","1999","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/extr",
"EZCH","EZchip Semiconductor Limited","34","954625446","n/a","n/a","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/ezch",
"EZPW","EZCORP, Inc.","20.07","1030916844.27","n/a","1991","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/ezpw",
"FFIV","F5 Networks, Inc.","97.25","7687647899","n/a","1999","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/ffiv",
"FB","Facebook, Inc.","27.77","60161686343.16","n/a","1994","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/fb",
"FRP","FairPoint Communications, Inc.","8.49","223208026.02","n/a","1986","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/frp",
"FALC","FalconStor Software, Inc.","2.33","110786085.08","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/falc",
"DAVE","Famous Dave's of America, Inc.","9.5","71314191.5","n/a","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/dave",
"FARM","Farmer Brothers Company","14.64","238839214.56","n/a","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/farm",
"FFKT","Farmers Capital Bank Corporation","12.92","96457541.68","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ffkt",
"FMNB","Farmers National Banc Corp.","6.57","123530907.33","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fmnb",
"FARO","FARO Technologies, Inc.","36.89","626157727.16","n/a","1997","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/faro",
"FAST","Fastenal Company","47.9792","14217284441.8944","n/a","1987","Consumer Services","RETAIL: Building Materials","http://www.nasdaq.com/symbol/fast",
"FBSS","Fauquier Bankshares, Inc.","12.08","44637532.8","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fbss",
"FBRC","FBR & Co","3.85","188465912.25","n/a","1970","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/fbrc",
"FDML","Federal-Mogul Corporation","8.5695","847562112.75","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/fdml",
"FNHC","Federated National Holding Company","5.4","42958004.4","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/fnhc",
"FFCO","FedFirst Financial Corporation","16.29","46517724","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/ffco",
"FEIC","FEI Company","58.05","2212153378.2","n/a","1995","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/feic",
"FHCO","Female Health Company (The)","7.14","204721050.24","n/a","n/a","Basic Industries","Specialty Chemicals","http://www.nasdaq.com/symbol/fhco",
"ONEQ","Fidelity Nasdaq Composite Index Tracking Stock","121.8","182700000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/oneq",
"LION","Fidelity Southern Corporation","9.72","139898220.12","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/lion",
"FDUS","Fidus Investment Corporation","16.52","197084987.68","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fdus",
"FRGI","Fiesta Restaurant Group, Inc.","16.4","385680407.2","n/a","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/frgi",
"FSC","Fifth Street Finance Corp.","10.73","1136076358.65","n/a","2008","n/a","n/a","http://www.nasdaq.com/symbol/fsc",
"FITB","Fifth Third Bancorp","15.63","14027414180.34","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fitb",
"FITBP","Fifth Third Bancorp","142.16","0","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fitbp",
"FNGN","Financial Engines, Inc.","28.15","1332325368.7","n/a","2010","Finance","Investment Managers","http://www.nasdaq.com/symbol/fngn",
"FISI","Financial Institutions, Inc.","19.12","263624437.68","n/a","1999","Finance","Major Banks","http://www.nasdaq.com/symbol/fisi",
"FNSR","Finisar Corporation","16.38","1520880330.06","n/a","1999","Technology","Semiconductors","http://www.nasdaq.com/symbol/fnsr",
"FABK","First Advantage Bancorp","12.83","55453890.15","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/fabk",
"FBNC","First Bancorp","13.27","225795432.87","n/a","1987","Finance","Major Banks","http://www.nasdaq.com/symbol/fbnc",
"FNLC","First Bancorp, Inc (ME)","17.36","171054954.56","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fnlc",
"BUSE","First Busey Corporation","4.8007","415953891.0975","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/buse",
"FBIZ","First Business Financial Services, Inc.","22.995","90165740.49","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fbiz",
"FCAL","First California Financial Group, Inc.","7.85","229379127.35","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fcal",
"FCVA","First Capital Bancorp, Inc. (VA)","3","35707596","n/a","2007","Finance","Major Banks","http://www.nasdaq.com/symbol/fcva",
"FCAP","First Capital, Inc.","19.56","54474619.56","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/fcap",
"FCFS","First Cash Financial Services, Inc.","49.97","1431181075.82","n/a","1991","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/fcfs",
"FCZA","First Citizens Banc Corp.","5.15","39695772.55","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fcza",
"FCNCA","First Citizens BancShares, Inc.","170.22","1744577800.98","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fcnca",
"FCLF","First Clover Leaf Financial Corp.","6.48","48696720.48","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/fclf",
"FCBC","First Community Bancshares, Inc.","16.27","326805793.08","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fcbc",
"FCCO","First Community Corporation","8.35","43622754.7","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fcco",
"FBNK","First Connecticut Bancorp, Inc.","13.95","250913014.2","n/a","n/a","Finance","Banks","http://www.nasdaq.com/symbol/fbnk",
"FDEF","First Defiance Financial Corp.","19.41","188845072.47","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/fdef",
"FFBH","First Federal Bancshares of Arkansas, Inc.","9.62","185691040.86","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/ffbh",
"FFNM","First Federal of Northern Michigan Bancorp, Inc.","4.75","13699232.75","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ffnm",
"FFBC","First Financial Bancorp.","15.05","880543022.1","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ffbc",
"FFBCW","First Financial Bancorp.","5.47","0","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ffbcw",
"FFIN","First Financial Bankshares, Inc.","41.19","1297012550.7","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ffin",
"THFF","First Financial Corporation Indiana","31.27","413937344.21","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/thff",
"FFCH","First Financial Holdings, Inc.","13.48","222780616.96","n/a","n/a","Finance","Banks","http://www.nasdaq.com/symbol/ffch",
"FFNW","First Financial Northwest, Inc.","7.98","150065240.64","n/a","n/a","Finance","Banks","http://www.nasdaq.com/symbol/ffnw",
"FFKY","First Financial Service Corporation","2.06","9832586","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ffky",
"FIBK","First Interstate BancSystem, Inc.","15.8","683387651.4","n/a","2010","Finance","Major Banks","http://www.nasdaq.com/symbol/fibk",
"FMFC","First M & F Corporation","7.0001","64506565.5092","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fmfc",
"FRME","First Merchants Corporation","15.18","435247957.98","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/frme",
"FMBI","First Midwest Bancorp, Inc.","13.09","980646591.54","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fmbi",
"FNFG","First Niagara Financial Group Inc.","8.26","2912679204.26","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fnfg",
"BANC","First PacTrust Bancorp, Inc.","12.24","144247653.36","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/banc",
"BANCL","First PacTrust Bancorp, Inc.","25.21","0","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bancl",
"FSFG","First Savings Financial Group, Inc.","19.44","45870254.64","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/fsfg",
"FSGI","First Security Group, Inc.","2.0501","3633478.3342","n/a","2005","Finance","Major Banks","http://www.nasdaq.com/symbol/fsgi",
"FSLR","First Solar, Inc.","34.4109","2994705232.7181","n/a","2006","Technology","Semiconductors","http://www.nasdaq.com/symbol/fslr",
"FSBK","First South Bancorp Inc","5.1","49731482.1","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fsbk",
"BICK","First Trust Exchange-Traded Fund II First Trust BICK Index Fun","25.884","49179651.768","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bick",
"CU","First Trust Exchange-Traded Fund II First Trust ISE Global Cop","31.372","48626662.744","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cu",
"PLTM","First Trust Exchange-Traded Fund II First Trust ISE Global Pla","15.38","9228030.76","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pltm",
"CARZ","First Trust Exchange-Traded Fund II First Trust NASDAQ Global ","29.51","7377559.02","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/carz",
"TDIV","First Trust Exchange-Traded Fund VI First Trust NASDAQ Technol","19.98","51048900","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/tdiv",
"MDIV","First Trust Exchange-Traded Fund VI Multi-Asset Diversified In","20.36","67188040.72","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mdiv",
"SKYY","First Trust ISE Cloud Computing Index Fund","20.16","78624040.32","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/skyy",
"QABA","First Trust NASDAQ ABA Community Bank Index Fund","26.42","9247052.84","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/qaba",
"FONE","First Trust NASDAQ CEA Smartphone Index Fund","25.7132","11570991.4264","n/a","1996","n/a","n/a","http://www.nasdaq.com/symbol/fone",
"GRID","First Trust NASDAQ Clean Edge Smart Grid Infrastructure Index ","30.1","13545060.2","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/grid",
"QCLN","First Trust NASDAQ Clean Edge U.S. Liquid Series Index Fund","10.0507","14573535.1014","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/qcln",
"QQEW","First Trust NASDAQ-100 Equal Weighted Index Fund","26.838","87223553.676","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/qqew",
"QQXT","First Trust NASDAQ-100 Ex-Technology Sector Index Fund","25.33","43061050.66","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/qqxt",
"QTEC","First Trust NASDAQ-100-Technology Sector Index Fund","26.5528","108866533.1056","n/a","1984","n/a","n/a","http://www.nasdaq.com/symbol/qtec",
"FUNC","First United Corporation","7.22","44758823.26","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/func",
"FBMI","Firstbank Corporation","10.44","83028787.56","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fbmi",
"FCFC","FirstCity Financial Corporation","9.75","102922920.75","n/a","n/a","Finance","Finance Companies","http://www.nasdaq.com/symbol/fcfc",
"SVVC","Firsthand Technology Value Fund, Inc.","17.59","150508483.2","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/svvc",
"FMER","FirstMerit Corporation","14.91","1634914987.86","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fmer",
"FSRV","FirstService Corporation","28.06","807108299.6","n/a","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/fsrv",
"FISV","Fiserv, Inc.","80.67","10767240772.92","n/a","1986","Technology","EDP Services","http://www.nasdaq.com/symbol/fisv",
"FSCI","Fisher Communications, Inc.","28.17","250044187.86","n/a","n/a","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/fsci",
"FIVE","Five Below, Inc.","33.18","1790788637.4","n/a","n/a","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/five",
"FLML","Flamel Technologies S.A.","3.36","83873160","n/a","1996","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/flml",
"FLXS","Flexsteel Industries, Inc.","22.27","156024265.83","n/a","n/a","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/flxs",
"FLEX","Flextronics International Ltd.","6.33","4198184245.8","n/a","1994","Technology","Electrical Products","http://www.nasdaq.com/symbol/flex",
"FLIR","FLIR Systems, Inc.","23.86","3579619381.74","n/a","1993","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/flir",
"FLOW","Flow International Corporation","3.58","173333823.02","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/flow",
"FLDM","Fluidigm Corporation","14.27","356597710.56","n/a","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/fldm",
"FFIC","Flushing Financial Corporation","15.6","481984885.2","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/ffic",
"FNBN","FNB United Corp.","11.41","246319718.96","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fnbn",
"FMCN","Focus Media Holding Limited","25.6","3309838028.8","n/a","2005","Technology","Advertising","http://www.nasdaq.com/symbol/fmcn",
"FONR","Fonar Corporation","4.63","29233509.79","n/a","1981","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/fonr",
"VIFL","Food Technology Service, Inc.","5.11","14462817.67","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/vifl",
"FES","Forbes Energy Services Ltd","2.75","58167309.75","n/a","n/a","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/fes",
"FORM","FormFactor, Inc.","4.61","245571832.58","n/a","1993","Technology","Semiconductors","http://www.nasdaq.com/symbol/form",
"FORTY","Formula Systems (1985) Ltd.","16.289","221465244","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/forty",
"FORR","Forrester Research, Inc.","26.97","601296150","n/a","1985","Consumer Services","Diversified Commercial Services","http://www.nasdaq.com/symbol/forr",
"FTNT","Fortinet, Inc.","19.33","3091617912.51","n/a","2009","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/ftnt",
"FWRD","Forward Air Corporation","35.87","1053768665.19","n/a","n/a","Transportation","Oil Refining/Marketing","http://www.nasdaq.com/symbol/fwrd",
"FORD","Forward Industries, Inc.","1.64","13292503.4","n/a","n/a","Consumer Non-Durables","Plastic Products","http://www.nasdaq.com/symbol/ford",
"FOSL","Fossil, Inc.","95.04","5704420265.28","n/a","1993","Consumer Non-Durables","Consumer Specialties","http://www.nasdaq.com/symbol/fosl",
"FWLT","Foster Wheeler AG.","24.67","2615899016.77","n/a","n/a","Basic Industries","Military/Government/Technical","http://www.nasdaq.com/symbol/fwlt",
"FXCB","Fox Chase Bancorp, Inc.","16.22","201454622.14","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/fxcb",
"FRAN","Francesca's Holdings Corporation","27.56","1208644626.8","n/a","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/fran",
"FELE","Franklin Electric Co., Inc.","62.67","1473312978.21","n/a","n/a","Consumer Durables","Metal Fabrications","http://www.nasdaq.com/symbol/fele",
"FRNK","Franklin Financial Corporation","17.17","223152274.46","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/frnk",
"FRED","Fred's, Inc.","13.06","479234061.88","n/a","1992","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/fred",
"FREE","FreeSeas Inc.","0.072","914325.84","n/a","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/free",
"RAIL","Freightcar America, Inc.","23.63","283138771.62","n/a","1992","Capital Goods","Railroads","http://www.nasdaq.com/symbol/rail",
"FEIM","Frequency Electronics, Inc.","8.52","71627239.56","n/a","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/feim",
"FFN","FriendFinder Networks Inc.","0.67","21823749.87","n/a","n/a","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/ffn",
"FTR","Frontier Communications Corporation","4.37","4363204650","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/ftr",
